temp_start,temp_complete,action_length
73.429,73.515,245.0
73.083,73.17,235.0
72.912,73.083,245.0
72.912,73.04,265.0
72.912,72.997,255.0
73.04,73.17,245.0
72.912,73.17,275.0
72.955,73.126,245.0
72.955,73.17,245.0
72.955,73.299,285.0
72.912,73.429,264.0
72.136,72.351,255.0
72.136,72.351,255.0
70.502,70.974,287.0
70.887,71.146,225.0
70.887,71.103,225.0
70.974,71.231,225.0
71.146,71.231,225.0
71.06,71.317,235.0
71.577,71.791,255.0
71.791,72.093,255.0
71.92,72.136,246.0
71.92,72.178,255.0
72.307,72.61,275.0
72.523,72.653,255.0
72.653,72.912,264.0
72.653,72.826,244.0
72.653,72.869,264.0
72.739,72.912,264.0
70.459,70.716,255.0
70.587,71.231,405.0
71.877,72.351,274.0
72.307,72.394,235.0
72.178,72.394,305.0
72.136,72.307,235.0
72.05,72.264,265.0
72.05,72.178,255.0
71.964,72.264,224.0
72.007,72.264,224.0
71.964,72.093,255.0
71.92,72.178,275.0
72.093,72.178,235.0
71.877,71.964,245.0
71.791,72.007,275.0
70.63,70.803,235.0
70.329,70.502,225.0
70.63,70.803,245.0
70.759,70.803,255.0
70.803,71.06,285.0
70.803,71.017,275.0
71.361,71.447,315.0
71.447,71.661,305.0
71.577,71.748,285.0
71.661,71.704,295.0
71.704,71.964,315.0
72.136,72.264,345.0
72.264,72.437,324.0
72.437,72.523,305.0
72.523,72.696,295.0
72.523,72.653,275.0
72.653,72.826,285.0
72.567,72.653,285.0
72.653,72.869,295.0
71.661,71.748,276.0
71.317,71.404,216.0
71.533,71.62,245.0
71.274,71.404,245.0
71.06,71.19,255.0
71.19,71.533,294.0
71.146,71.49,274.0
71.231,71.533,265.0
71.231,71.62,274.0
71.19,71.404,265.0
71.274,71.361,255.0
71.19,71.404,275.0
71.274,71.447,255.0
71.06,71.146,255.0
71.103,71.231,255.0
71.231,71.361,255.0
71.361,71.748,335.0
71.661,71.748,355.0
71.748,72.093,346.0
71.748,72.05,335.0
71.877,72.05,304.0
71.964,72.007,234.0
71.877,72.05,284.0
71.92,72.093,295.0
71.017,71.06,245.0
70.63,70.93,285.0
70.372,70.416,235.0
70.201,70.286,255.0
70.158,70.243,275.0
70.243,70.372,265.0
70.158,70.286,275.0
70.115,70.286,275.0
70.072,70.201,275.0
70.072,70.243,285.0
70.243,70.93,435.0
71.274,71.361,355.0
71.361,71.533,325.0
71.577,71.62,325.0
71.62,71.704,305.0
71.704,71.834,314.0
71.748,71.92,314.0
71.92,72.007,314.0
71.704,71.877,325.0
71.877,71.92,295.0
71.877,72.007,284.0
72.007,72.136,284.0
71.964,72.136,304.0
72.136,72.264,274.0
72.007,72.178,284.0
72.136,72.178,244.0
72.178,72.437,264.0
72.093,72.221,285.0
72.05,72.351,336.0
72.178,72.307,286.0
72.136,72.523,285.0
72.264,72.523,265.0
72.178,72.48,214.0
71.964,72.093,255.0
72.136,72.394,275.0
72.351,72.523,275.0
72.264,72.523,265.0
72.264,72.523,265.0
72.264,72.48,264.0
71.49,71.577,215.0
71.274,71.49,225.0
71.317,71.49,225.0
71.317,71.447,225.0
70.759,70.887,225.0
70.459,70.887,275.0
70.329,70.587,264.0
70.372,70.587,255.0
70.372,70.543,245.0
70.372,71.103,385.0
71.49,71.704,295.0
71.704,71.964,285.0
71.834,71.92,285.0
71.92,72.178,295.0
72.05,72.093,285.0
72.093,72.61,365.0
72.567,72.955,315.0
72.912,73.299,276.0
73.17,73.299,234.0
73.126,73.386,274.0
72.912,72.997,265.0
72.826,73.04,295.0
72.869,72.997,285.0
72.912,73.17,285.0
73.04,73.126,245.0
73.04,73.386,295.0
73.04,73.213,255.0
73.083,73.299,274.0
70.158,70.243,235.0
69.901,69.985,215.0
69.685,69.942,256.0
70.716,71.317,325.0
71.877,72.05,225.0
72.136,72.307,254.0
72.178,72.307,234.0
72.093,72.394,265.0
72.136,72.307,245.0
72.221,72.523,265.0
71.748,71.877,245.0
71.533,71.661,225.0
70.63,70.716,215.0
70.502,70.716,225.0
70.502,70.759,236.0
70.372,70.543,214.0
70.329,70.63,244.0
71.317,71.661,264.0
71.834,72.05,255.0
72.178,72.264,255.0
72.178,72.264,245.0
72.653,72.997,305.0
72.997,73.256,275.0
73.04,73.213,245.0
72.955,73.17,235.0
72.912,72.955,245.0
72.955,73.126,245.0
72.912,73.17,254.0
72.912,72.997,264.0
72.997,73.256,274.0
72.955,73.17,254.0
72.912,73.04,244.0
72.955,73.299,294.0
72.912,73.472,274.0
73.17,73.472,285.0
73.083,73.429,284.0
72.955,73.256,275.0
72.869,73.126,265.0
73.17,73.386,245.0
73.04,73.213,246.0
72.997,73.256,275.0
70.201,70.543,205.0
70.329,70.502,205.0
70.243,70.459,205.0
70.201,70.372,205.0
70.201,70.459,214.0
70.286,70.887,314.0
70.887,71.231,265.0
71.361,71.661,265.0
71.661,71.877,235.0
71.661,71.877,245.0
72.221,72.48,275.0
72.437,72.696,285.0
72.48,72.826,265.0
72.653,72.955,275.0
72.955,73.17,235.0
70.286,70.543,224.0
70.201,70.587,254.0
70.286,70.63,255.0
70.329,70.803,264.0
70.372,70.673,265.0
70.846,71.06,265.0
71.06,71.404,265.0
71.447,71.877,285.0
72.05,72.351,225.0
72.05,72.307,235.0
71.49,71.661,224.0
71.361,71.661,254.0
71.274,71.361,234.0
71.19,71.317,215.0
70.716,70.846,204.0
70.502,70.716,215.0
70.543,70.887,205.0
70.329,70.587,205.0
70.329,70.587,204.0
70.243,70.502,215.0
70.201,70.416,215.0
70.201,70.416,215.0
70.286,71.103,364.0
71.577,71.748,234.0
71.62,71.834,234.0
71.791,72.05,234.0
72.221,72.437,274.0
72.437,72.739,255.0
72.61,72.826,254.0
72.653,72.869,235.0
71.274,71.49,225.0
71.06,71.404,216.0
71.06,71.404,214.0
71.146,71.404,214.0
71.06,71.447,214.0
71.231,71.577,254.0
71.317,71.748,245.0
71.231,71.748,315.0
71.834,72.05,225.0
71.877,72.093,285.0
71.92,72.05,235.0
72.05,72.437,285.0
72.264,72.567,285.0
72.351,72.653,275.0
72.394,72.653,274.0
72.48,72.696,275.0
70.716,70.887,234.0
70.63,70.759,225.0
70.329,70.543,215.0
70.243,70.459,215.0
70.286,70.543,215.0
70.243,70.416,225.0
70.243,71.06,356.0
71.404,71.577,255.0
71.577,71.92,275.0
71.704,71.964,254.0
71.791,71.834,235.0
72.264,72.61,275.0
72.567,72.826,274.0
72.696,72.739,264.0
72.307,72.48,245.0
72.093,72.264,215.0
72.007,72.221,245.0
72.05,72.264,244.0
72.394,72.783,235.0
72.136,72.437,254.0
72.136,72.437,244.0
72.093,72.351,224.0
72.093,72.394,245.0
72.136,72.394,255.0
72.05,72.394,245.0
72.136,72.437,235.0
72.093,72.307,215.0
72.05,72.351,245.0
72.007,72.394,235.0
72.093,72.394,255.0
72.264,72.523,255.0
72.178,72.48,255.0
72.178,72.437,256.0
72.221,72.437,246.0
72.221,72.437,224.0
70.716,71.017,225.0
70.502,70.759,214.0
70.243,70.416,215.0
70.158,70.416,205.0
70.201,70.416,215.0
70.243,70.416,205.0
70.243,71.017,355.0
71.62,71.834,255.0
71.704,71.834,255.0
71.834,72.093,265.0
71.877,72.093,265.0
72.221,72.437,286.0
72.437,72.696,275.0
72.523,72.696,274.0
72.696,72.869,255.0
72.696,72.955,284.0
72.696,72.955,275.0
72.739,72.869,255.0
72.783,72.912,285.0
73.342,73.602,235.0
73.558,73.731,215.0
73.645,73.947,224.0
73.558,73.731,265.0
73.386,73.645,255.0
73.386,73.602,265.0
73.342,73.558,265.0
73.256,73.515,276.0
73.213,73.429,265.0
73.17,73.429,264.0
73.17,73.342,254.0
72.997,73.256,254.0
72.912,73.083,245.0
72.394,72.523,204.0
72.136,72.351,225.0
72.007,72.221,215.0
72.007,72.178,215.0
72.136,72.437,225.0
72.05,72.178,215.0
71.877,72.178,215.0
70.673,70.93,235.0
70.543,70.887,224.0
70.502,70.846,234.0
70.115,70.372,224.0
70.201,70.416,225.0
70.416,71.103,335.0
71.404,71.748,275.0
71.791,72.007,264.0
71.834,71.964,255.0
72.221,72.523,305.0
72.523,72.653,276.0
72.653,72.912,285.0
72.567,72.869,285.0
72.653,72.826,265.0
72.696,72.912,284.0
72.826,73.04,304.0
70.459,70.673,215.0
70.329,70.63,205.0
70.243,70.459,205.0
70.372,71.19,344.0
71.964,72.394,274.0
72.61,72.739,235.0
72.783,73.126,264.0
72.869,73.083,235.0
72.826,73.083,235.0
72.739,72.955,254.0
72.783,73.04,245.0
72.869,72.997,234.0
70.759,70.803,235.0
70.286,70.372,225.0
70.243,70.372,225.0
70.201,70.372,215.0
70.158,70.372,225.0
70.201,70.459,245.0
70.286,70.543,244.0
70.329,71.146,405.0
71.49,71.704,285.0
71.704,72.007,295.0
71.791,72.007,275.0
71.92,72.221,294.0
72.437,72.567,314.0
72.567,72.783,304.0
72.739,72.826,274.0
72.826,72.955,274.0
72.739,72.955,275.0
72.869,72.997,275.0
72.739,72.826,285.0
72.826,72.997,285.0
72.696,72.955,265.0
72.826,72.912,226.0
73.083,73.515,245.0
73.126,73.429,234.0
73.04,73.17,225.0
70.587,70.759,235.0
70.416,70.63,215.0
70.243,70.673,235.0
70.201,71.231,375.0
71.317,71.791,285.0
71.748,72.007,245.0
71.877,72.178,276.0
71.964,72.136,245.0
72.007,72.351,275.0
72.05,72.351,255.0
72.136,72.351,244.0
70.372,70.587,205.0
70.286,70.416,215.0
70.243,70.459,215.0
70.243,70.416,215.0
70.115,70.372,225.0
70.115,70.372,225.0
70.201,70.416,225.0
70.416,70.93,305.0
71.361,71.62,254.0
71.577,71.791,245.0
71.791,72.437,355.0
72.264,72.61,295.0
72.567,72.826,275.0
72.653,73.04,295.0
72.955,73.17,225.0
72.912,73.299,264.0
73.04,73.299,245.0
73.04,73.429,265.0
73.126,73.429,245.0
73.17,73.386,215.0
73.04,73.256,234.0
70.459,71.274,355.0
71.748,72.05,235.0
70.502,70.759,194.0
70.416,70.63,195.0
70.502,70.716,185.0
70.502,70.673,195.0
70.459,70.63,185.0
70.63,71.231,285.0
71.834,72.05,225.0
71.964,72.178,225.0
72.007,72.221,234.0
72.739,73.083,264.0
72.912,73.126,235.0
72.955,73.213,255.0
73.04,73.386,244.0
73.083,73.256,234.0
72.912,73.17,215.0
73.083,73.386,225.0
73.083,73.342,205.0
73.04,73.256,215.0
72.912,73.342,225.0
73.256,73.558,245.0
71.06,71.791,305.0
71.533,71.791,235.0
72.136,72.48,245.0
72.221,72.653,245.0
72.007,72.351,266.0
72.007,72.221,245.0
72.007,72.307,256.0
70.286,70.502,195.0
70.329,70.502,205.0
70.372,70.587,204.0
70.372,70.587,194.0
70.372,70.587,205.0
70.587,71.146,295.0
71.533,71.877,245.0
72.05,72.264,245.0
72.007,72.178,245.0
72.178,72.523,275.0
72.696,72.997,264.0
72.869,73.126,274.0
72.955,73.299,254.0
72.997,73.04,244.0
72.955,73.213,275.0
72.997,73.213,285.0
73.04,73.083,255.0
73.083,73.386,275.0
72.955,73.17,245.0
72.997,73.083,265.0
72.05,72.307,245.0
72.05,72.394,255.0
72.136,72.567,234.0
72.178,72.567,254.0
72.178,72.523,235.0
72.093,72.48,235.0
71.92,72.351,245.0
72.007,72.307,215.0
70.372,70.63,205.0
70.459,70.673,195.0
70.286,70.502,195.0
70.329,70.63,195.0
70.416,70.63,205.0
70.286,70.543,195.0
70.286,70.63,205.0
70.286,70.502,205.0
70.243,70.416,205.0
70.416,70.974,305.0
71.404,71.661,244.0
71.704,72.093,285.0
71.964,72.178,275.0
72.523,72.61,305.0
72.61,72.955,295.0
72.826,72.912,285.0
72.912,73.083,275.0
72.869,73.083,275.0
72.912,73.126,275.0
71.447,71.748,244.0
71.361,71.62,224.0
71.317,71.62,215.0
71.274,71.577,215.0
71.274,71.577,225.0
71.317,71.791,224.0
71.361,71.62,215.0
71.317,71.62,214.0
71.317,71.577,274.0
71.404,71.62,214.0
71.317,71.533,224.0
71.274,71.447,235.0
71.447,71.834,245.0
71.834,72.093,235.0
72.05,72.351,265.0
72.136,72.394,285.0
72.264,72.437,255.0
72.178,72.394,265.0
72.178,72.394,255.0
72.178,72.437,235.0
70.673,70.887,225.0
70.459,70.543,215.0
70.243,70.416,225.0
70.158,70.286,224.0
70.243,70.372,224.0
70.243,70.416,234.0
70.201,70.416,244.0
70.372,70.803,295.0
70.803,71.19,305.0
71.317,71.62,285.0
71.62,71.748,265.0
71.62,71.834,285.0
71.834,72.264,335.0
72.394,72.523,315.0
72.523,72.696,295.0
72.48,72.696,285.0
72.696,72.869,265.0
72.696,72.955,275.0
72.997,73.126,245.0
72.826,72.955,265.0
72.696,72.826,244.0
72.826,73.256,265.0
72.955,73.342,265.0
73.126,73.515,274.0
73.386,73.645,254.0
73.386,73.515,235.0
73.17,73.342,274.0
71.06,71.19,205.0
70.543,70.759,205.0
70.543,70.803,225.0
70.587,70.803,215.0
70.887,71.231,186.0
71.231,71.748,295.0
71.834,72.221,274.0
72.093,72.351,254.0
72.221,72.523,275.0
72.307,72.48,265.0
72.264,72.48,275.0
72.264,72.48,255.0
72.264,72.437,244.0
70.803,71.06,215.0
70.759,70.974,214.0
70.63,70.759,204.0
70.416,70.587,205.0
70.416,70.63,225.0
70.502,70.673,235.0
70.459,70.673,245.0
70.416,70.587,225.0
70.372,70.543,234.0
70.329,71.146,384.0
71.404,71.447,264.0
71.447,71.704,264.0
71.704,71.964,264.0
71.791,71.964,274.0
71.964,72.48,345.0
72.264,72.567,305.0
72.61,72.869,275.0
72.783,73.126,305.0
72.783,72.912,275.0
72.912,73.126,295.0
72.783,73.04,295.0
72.696,72.955,305.0
72.826,73.04,245.0
72.912,73.083,245.0
72.869,73.256,266.0
72.869,73.256,276.0
72.912,73.299,285.0
73.17,73.515,265.0
73.083,73.256,224.0
73.126,73.515,285.0
72.394,72.437,195.0
72.221,72.394,205.0
72.307,72.523,234.0
71.92,72.178,245.0
72.264,72.48,215.0
72.178,72.307,225.0
72.05,72.221,225.0
72.05,72.221,225.0
72.007,72.221,245.0
72.007,72.221,236.0
72.007,72.264,235.0
72.007,72.307,245.0
72.05,72.307,234.0
72.394,72.826,295.0
72.653,73.213,275.0
72.869,73.126,235.0
72.912,73.17,255.0
72.869,72.955,275.0
72.783,73.083,265.0
72.912,73.04,225.0
70.673,71.533,195.0
70.974,71.274,204.0
69.901,70.243,215.0
69.685,70.803,405.0
71.317,71.834,255.0
71.62,71.964,224.0
71.834,72.136,255.0
71.964,72.394,245.0
72.093,72.264,246.0
72.178,72.523,276.0
71.447,71.964,407.0
71.964,72.394,305.0
72.437,72.696,264.0
72.783,72.912,265.0
72.912,73.17,285.0
72.955,73.126,274.0
73.04,73.299,274.0
73.04,73.299,284.0
73.17,73.429,295.0
73.17,73.299,275.0
72.307,72.351,255.0
72.307,72.653,296.0
72.826,73.083,276.0
73.213,73.515,255.0
73.17,73.342,235.0
73.126,73.299,265.0
73.04,73.256,265.0
71.06,71.19,235.0
70.759,70.974,235.0
70.803,71.017,235.0
70.846,71.19,347.0
71.19,71.577,305.0
71.447,71.834,275.0
70.63,70.887,225.0
70.587,70.716,215.0
70.459,70.673,225.0
70.416,70.716,204.0
70.329,70.543,225.0
70.158,70.803,335.0
71.231,71.661,295.0
71.748,71.964,235.0
71.964,72.178,235.0
72.093,72.394,245.0
70.759,70.803,226.0
70.543,70.63,205.0
70.158,70.416,224.0
70.201,70.329,204.0
70.243,70.329,225.0
70.158,70.372,235.0
70.158,70.416,245.0
70.158,70.329,234.0
70.158,70.887,374.0
71.274,71.62,284.0
71.577,71.704,294.0
71.704,71.92,285.0
71.704,71.791,285.0
71.791,72.264,355.0
70.459,70.673,205.0
70.243,70.372,226.0
70.243,70.416,246.0
70.158,70.416,234.0
70.115,70.329,265.0
70.201,70.329,274.0
70.072,70.329,244.0
69.985,70.201,244.0
70.029,70.416,245.0
70.072,70.543,275.0
70.115,70.286,275.0
70.759,71.317,325.0
71.447,71.62,296.0
71.49,71.704,255.0
71.661,72.007,286.0
72.093,72.136,234.0
72.05,72.48,224.0
72.05,72.136,244.0
71.877,72.136,275.0
71.317,71.62,255.0
71.577,71.661,275.0
71.404,71.533,285.0
71.533,71.661,285.0
71.447,71.577,295.0
71.577,71.704,275.0
71.49,71.577,276.0
71.577,71.704,276.0
71.49,71.62,275.0
71.62,71.704,285.0
71.533,71.62,294.0
71.62,71.704,274.0
71.447,71.62,304.0
71.62,71.704,285.0
71.533,71.661,305.0
71.661,71.834,305.0
71.877,72.221,375.0
72.221,72.437,344.0
72.264,72.437,335.0
72.437,72.653,334.0
72.437,72.61,335.0
72.61,72.696,305.0
72.48,72.567,254.0
72.567,72.653,255.0
70.459,70.673,285.0
70.286,70.587,285.0
70.286,70.502,275.0
70.158,70.459,284.0
70.158,70.372,284.0
70.372,70.459,244.0
70.286,70.459,225.0
70.115,70.459,235.0
70.158,70.372,245.0
70.372,70.846,325.0
71.103,71.317,275.0
71.317,71.49,285.0
71.361,71.49,255.0
71.49,71.791,285.0
71.704,71.834,285.0
71.533,71.748,304.0
71.533,71.62,274.0
70.502,70.587,255.0
70.201,70.416,255.0
70.029,70.158,234.0
69.985,70.158,245.0
70.115,70.372,275.0
70.115,70.329,265.0
70.072,70.372,275.0
70.158,70.243,265.0
70.115,70.329,265.0
70.329,70.887,355.0
71.19,71.361,305.0
71.361,71.577,295.0
71.49,71.577,275.0
71.577,71.791,285.0
71.92,72.136,344.0
72.136,72.351,284.0
72.351,72.437,284.0
72.437,72.739,314.0
72.696,72.955,294.0
72.955,73.126,315.0
72.869,73.17,325.0
72.955,73.17,295.0
72.997,73.126,254.0
69.858,69.985,256.0
69.514,69.901,214.0
69.427,69.643,225.0
69.386,69.728,235.0
69.514,69.771,245.0
69.557,69.814,235.0
69.557,69.858,235.0
69.6,69.901,235.0
69.6,70.587,405.0
71.231,71.577,295.0
72.093,72.264,245.0
72.093,72.394,265.0
72.05,72.221,245.0
72.05,72.264,255.0
72.05,72.264,235.0
70.803,71.017,235.0
70.673,70.803,245.0
70.372,70.63,244.0
70.329,70.543,244.0
70.372,70.63,234.0
70.243,70.459,224.0
70.329,70.587,245.0
70.286,70.502,215.0
70.286,70.416,215.0
70.243,70.329,225.0
70.543,70.887,255.0
70.887,71.274,285.0
71.404,71.577,274.0
71.577,71.748,255.0
71.661,71.834,275.0
71.834,72.007,255.0
71.748,71.92,265.0
71.92,72.264,305.0
72.264,72.523,285.0
72.394,72.48,295.0
72.48,72.653,254.0
72.567,72.783,264.0
72.653,72.997,304.0
72.567,72.997,295.0
72.739,72.912,265.0
72.696,72.997,284.0
72.739,72.912,294.0
72.955,73.083,314.0
72.955,73.17,255.0
72.783,72.997,285.0
72.912,73.126,255.0
72.869,73.256,295.0
70.63,70.803,235.0
70.502,70.803,234.0
70.329,70.673,244.0
70.329,70.716,235.0
70.63,71.317,355.0
71.704,71.964,244.0
71.964,72.178,255.0
72.093,72.394,285.0
72.221,72.307,225.0
70.329,70.416,214.0
70.286,70.502,224.0
70.286,70.502,224.0
70.329,70.587,234.0
70.329,70.459,224.0
70.459,71.06,334.0
71.274,71.533,274.0
71.533,71.834,294.0
71.62,71.791,284.0
71.791,71.877,275.0
71.877,72.48,395.0
72.307,72.523,305.0
72.523,72.696,275.0
72.653,72.826,275.0
72.523,72.696,275.0
72.61,72.653,275.0
72.653,72.783,295.0
72.696,72.955,304.0
72.869,73.213,324.0
70.502,70.673,225.0
70.372,70.846,236.0
70.329,71.06,385.0
71.19,71.49,305.0
71.791,72.007,314.0
71.791,72.05,295.0
72.05,72.394,235.0
72.136,72.351,235.0
70.372,70.416,235.0
70.201,70.372,245.0
70.072,70.243,245.0
69.985,70.115,245.0
69.985,70.201,275.0
70.072,70.329,264.0
70.243,70.63,234.0
70.63,71.103,344.0
71.19,71.49,314.0
71.49,71.704,314.0
71.447,71.577,284.0
71.577,71.748,304.0
71.834,71.877,404.0
71.877,72.178,355.0
72.178,72.48,345.0
72.351,72.567,325.0
72.567,72.653,305.0
72.437,72.48,325.0
72.48,72.739,344.0
72.351,72.523,335.0
72.523,72.653,315.0
72.48,72.61,275.0
72.61,72.739,265.0
72.696,72.997,315.0
72.912,73.126,260.0
71.317,71.533,255.0
71.361,71.661,255.0
71.274,71.404,225.0
71.19,71.231,235.0
71.103,71.361,235.0
71.103,71.361,245.0
71.704,72.007,255.0
72.007,72.264,255.0
72.093,72.136,285.0
72.136,72.351,275.0
72.136,72.394,296.0
72.221,72.48,244.0
70.673,70.846,214.0
70.543,70.673,205.0
70.459,70.63,214.0
70.459,70.673,215.0
70.502,70.716,245.0
70.502,70.716,235.0
70.543,70.673,245.0
70.329,70.416,225.0
70.286,70.459,245.0
70.243,71.06,415.0
71.404,71.533,275.0
71.533,71.834,285.0
71.834,72.007,264.0
71.834,72.05,265.0
72.05,72.394,315.0
72.48,72.61,295.0
72.61,72.826,295.0
72.739,72.912,325.0
72.696,72.869,274.0
72.869,73.04,275.0
72.696,72.955,285.0
72.826,72.955,245.0
72.826,73.17,275.0
73.083,73.386,235.0
73.083,73.386,206.0
73.17,73.386,206.0
73.299,73.558,196.0
73.342,73.472,216.0
69.814,71.19,525.0
72.136,72.653,275.0
72.48,72.783,245.0
66.429,69.685,1029.0
69.685,70.329,435.0
70.329,70.93,365.0
70.93,71.533,335.0
72.178,72.48,295.0
72.48,72.696,275.0
72.61,72.912,245.0
72.912,73.17,244.0
73.299,73.515,244.0
73.342,73.602,235.0
73.213,73.558,215.0
73.213,73.515,225.0
73.17,73.342,205.0
73.083,73.342,216.0
70.416,70.716,205.0
70.158,70.543,204.0
71.19,71.533,235.0
71.62,71.964,235.0
71.964,72.178,225.0
71.964,72.394,225.0
71.92,72.178,215.0
71.92,72.221,224.0
72.05,72.307,215.0
72.136,72.394,215.0
72.136,72.394,236.0
70.329,70.372,235.0
69.643,70.673,334.0
71.06,71.577,245.0
71.404,71.92,235.0
71.791,72.178,285.0
71.834,72.136,285.0
71.92,72.178,275.0
72.093,72.264,205.0
71.92,72.178,215.0
72.007,72.264,225.0
72.05,72.178,225.0
72.007,72.221,224.0
71.964,72.136,224.0
71.964,72.221,234.0
71.964,72.264,224.0
71.964,72.221,225.0
72.007,72.136,225.0
72.394,72.61,295.0
72.61,73.083,295.0
72.869,73.342,274.0
72.912,73.126,264.0
72.826,73.04,255.0
72.783,72.912,245.0
72.783,72.912,255.0
72.783,73.04,255.0
72.739,73.083,244.0
72.955,73.299,234.0
73.04,73.213,225.0
73.126,73.17,234.0
73.083,73.126,225.0
72.783,73.083,235.0
73.083,73.472,275.0
73.083,73.429,275.0
73.17,73.429,265.0
72.61,72.826,225.0
72.221,72.437,224.0
72.264,72.61,245.0
72.307,72.48,235.0
72.351,72.567,225.0
71.06,71.231,234.0
70.759,71.017,235.0
70.63,70.759,225.0
70.459,70.759,235.0
70.416,70.673,225.0
70.502,70.716,225.0
70.372,70.63,235.0
70.372,71.231,384.0
71.49,71.748,284.0
71.748,71.964,284.0
71.748,72.007,284.0
71.964,72.136,274.0
72.221,72.523,304.0
72.523,72.783,295.0
72.61,72.912,285.0
72.739,72.869,275.0
72.869,73.083,275.0
71.577,71.834,235.0
71.447,71.748,206.0
71.704,72.093,206.0
71.361,71.661,195.0
71.791,72.351,285.0
72.307,72.567,205.0
72.136,72.48,215.0
70.846,70.974,195.0
70.416,70.759,185.0
70.543,70.716,185.0
70.716,71.231,266.0
71.704,71.92,226.0
72.351,72.869,285.0
72.869,73.083,254.0
72.955,73.213,265.0
73.083,73.472,245.0
73.04,73.429,224.0
73.17,73.342,234.0
73.126,73.299,225.0
73.083,73.299,225.0
69.814,70.803,415.0
71.19,71.577,275.0
71.577,71.877,255.0
72.264,72.739,255.0
70.372,70.716,204.0
70.459,70.803,194.0
70.416,71.274,325.0
71.447,71.791,235.0
71.748,72.093,235.0
72.093,72.264,224.0
72.264,72.653,264.0
72.739,72.997,234.0
72.869,73.17,255.0
72.997,73.213,255.0
72.955,73.256,255.0
72.997,73.256,245.0
73.083,73.386,255.0
72.955,73.299,234.0
70.158,70.543,204.0
70.286,70.846,315.0
70.846,71.19,255.0
71.317,71.577,235.0
71.49,71.964,275.0
71.704,72.093,275.0
70.243,70.502,225.0
70.115,70.502,235.0
70.072,70.372,245.0
70.072,70.416,275.0
70.158,70.372,234.0
70.201,70.416,244.0
70.329,71.19,375.0
71.447,71.704,305.0
71.791,71.834,285.0
71.834,72.05,275.0
71.877,72.221,285.0
71.447,71.62,255.0
71.748,72.093,205.0
70.286,70.63,204.0
70.372,70.974,284.0
71.361,71.533,224.0
71.533,71.791,214.0
71.661,72.007,225.0
71.877,72.007,205.0
72.007,72.307,246.0
72.351,72.61,245.0
72.739,72.955,235.0
72.739,73.04,254.0
72.696,73.083,235.0
72.696,73.04,244.0
72.869,73.213,275.0
72.653,73.04,255.0
72.826,73.213,275.0
72.739,73.083,295.0
72.696,72.955,285.0
72.61,72.955,265.0
72.696,72.783,234.0
72.653,72.783,234.0
72.61,72.955,275.0
72.093,72.394,255.0
70.158,70.201,165.0
70.072,70.286,184.0
70.072,70.243,184.0
70.329,70.846,254.0
71.404,71.704,235.0
71.577,71.834,244.0
71.704,71.877,214.0
71.661,71.964,245.0
71.834,72.093,235.0
71.834,71.92,205.0
71.791,72.136,245.0
71.964,72.523,244.0
71.834,72.351,294.0
71.834,72.221,244.0
71.661,71.92,304.0
71.577,71.964,284.0
71.62,71.92,265.0
71.791,71.964,235.0
71.748,71.92,245.0
71.92,72.437,295.0
71.791,72.264,255.0
71.361,71.49,245.0
71.62,71.834,235.0
71.704,72.007,235.0
71.791,72.093,235.0
71.791,72.136,224.0
71.92,72.136,214.0
71.834,72.136,254.0
71.834,72.093,234.0
71.877,72.093,225.0
72.178,72.437,255.0
72.48,72.783,245.0
72.523,72.826,245.0
72.61,72.997,245.0
72.696,73.17,235.0
72.61,72.783,205.0
72.567,72.912,246.0
72.739,72.826,244.0
72.739,72.997,244.0
72.783,72.997,224.0
70.158,70.673,255.0
70.502,71.231,305.0
71.834,72.221,244.0
71.877,72.351,255.0
71.877,72.351,245.0
71.92,72.264,245.0
71.834,72.307,245.0
70.887,71.06,215.0
70.846,71.06,225.0
70.93,71.19,225.0
70.974,71.274,235.0
71.06,71.317,235.0
71.017,71.361,225.0
71.06,71.49,255.0
71.19,71.533,235.0
71.274,71.92,304.0
71.748,71.92,265.0
71.877,72.136,245.0
72.394,72.696,245.0
72.653,72.997,235.0
72.783,73.126,235.0
72.783,73.126,235.0
72.783,72.912,235.0
68.999,70.63,425.0
71.103,71.704,235.0
71.704,71.964,284.0
68.956,69.213,340.0
69.643,69.728,194.0
70.372,70.759,185.0
70.759,71.06,245.0
71.704,71.748,206.0
72.394,72.61,215.0
72.653,72.696,214.0
72.696,72.826,234.0
70.803,71.274,275.0
71.577,71.834,305.0
72.093,72.221,295.0
71.661,71.748,245.0
70.243,70.286,205.0
70.673,70.974,275.0
71.361,71.533,275.0
71.577,71.704,255.0
71.704,71.834,275.0
72.136,72.351,316.0
72.437,72.48,276.0
72.307,72.394,285.0
72.912,72.955,245.0
73.213,73.299,225.0
71.274,71.577,245.0
71.577,71.62,255.0
72.653,72.739,245.0
71.103,71.146,290.0
71.017,71.103,334.0
72.61,72.653,285.0
72.739,72.826,245.0
72.739,72.826,235.0
72.739,72.826,235.0
72.912,72.955,286.0
73.083,73.126,224.0
71.017,71.317,205.0
70.803,71.103,364.0
71.103,71.19,265.0
71.361,71.533,244.0
71.577,71.661,245.0
71.704,71.748,265.0
71.834,72.136,235.0
71.92,71.964,215.0
72.05,72.093,225.0
70.502,71.017,214.0
71.017,71.361,264.0
72.48,72.567,255.0
72.653,72.826,255.0
72.739,72.912,245.0
