temp_start,temp_complete,action_length
74.77,75.16,255.0
65.53,73.947,2055.0
74.64,75.16,504.0
75.16,75.508,415.0
75.508,75.853,405.0
75.853,76.507,405.0
77.029,77.292,345.0
77.292,77.684,335.0
77.292,77.509,315.0
77.509,77.902,315.0
77.464,77.727,315.0
77.553,77.684,295.0
77.684,78.076,305.0
77.727,77.945,275.0
77.684,78.033,305.0
77.684,77.99,295.0
77.727,77.902,304.0
77.902,78.121,285.0
77.727,77.945,284.0
77.945,78.208,284.0
77.684,77.859,284.0
77.859,78.208,294.0
77.77,78.076,294.0
77.77,78.076,274.0
77.727,77.77,274.0
77.77,78.076,295.0
77.727,77.902,295.0
77.902,78.251,285.0
77.815,77.859,275.0
77.859,78.121,275.0
77.99,78.033,275.0
77.639,77.902,255.0
77.902,77.945,265.0
65.615,74.511,1967.0
74.511,75.16,455.0
75.16,75.508,435.0
75.508,75.942,434.0
75.942,76.55,394.0
76.899,77.247,335.0
77.247,77.639,345.0
77.335,77.596,315.0
77.378,77.684,325.0
77.378,77.684,325.0
77.421,77.464,315.0
77.464,77.727,315.0
77.421,77.727,325.0
77.464,77.596,304.0
77.596,77.945,314.0
77.596,77.684,314.0
77.684,77.902,304.0
77.596,77.684,294.0
77.684,77.859,294.0
77.596,77.902,305.0
77.639,77.815,295.0
77.596,77.77,295.0
77.77,78.033,295.0
77.639,77.815,264.0
77.639,77.859,284.0
77.639,77.99,254.0
77.77,78.121,245.0
69.942,73.818,1300.0
73.818,74.899,474.0
74.899,75.853,395.0
76.811,77.335,304.0
77.203,77.553,285.0
77.596,77.99,255.0
77.509,77.902,265.0
77.596,77.77,265.0
77.421,77.77,265.0
77.596,77.99,265.0
77.509,77.859,255.0
77.464,77.77,255.0
77.596,77.77,255.0
77.684,78.121,264.0
77.684,78.076,254.0
77.639,78.076,255.0
77.639,78.033,255.0
77.639,77.99,254.0
77.684,77.945,254.0
77.684,77.902,264.0
77.684,77.902,264.0
77.815,77.902,255.0
77.815,78.208,235.0
77.639,78.033,255.0
77.639,77.945,255.0
77.77,78.121,255.0
77.639,77.99,255.0
77.727,77.859,265.0
77.684,78.076,285.0
77.727,77.859,275.0
77.684,78.076,275.0
77.684,77.99,274.0
77.77,78.165,284.0
77.727,77.902,284.0
77.859,78.251,245.0
77.639,77.99,244.0
77.684,78.033,255.0
77.639,77.859,275.0
77.684,78.033,275.0
77.727,77.815,274.0
77.815,78.076,275.0
77.77,77.815,275.0
77.815,78.165,285.0
77.859,77.945,295.0
77.945,78.208,275.0
77.77,78.076,285.0
77.77,78.033,295.0
77.815,77.945,295.0
77.945,78.251,285.0
77.815,78.033,285.0
77.815,78.121,295.0
77.77,77.902,295.0
77.902,78.165,305.0
77.727,77.99,304.0
77.815,78.033,294.0
77.684,78.033,284.0
77.684,77.902,264.0
77.727,78.121,254.0
77.684,77.945,254.0
77.77,78.033,254.0
77.902,78.251,265.0
77.77,78.076,275.0
77.639,77.99,285.0
77.727,77.815,285.0
77.815,78.121,284.0
77.639,77.945,305.0
77.727,78.033,285.0
77.684,78.033,296.0
77.727,77.859,305.0
77.859,78.121,295.0
77.684,77.859,285.0
77.859,78.076,285.0
77.684,77.859,294.0
77.859,78.165,294.0
77.684,77.902,284.0
77.16,77.421,254.0
76.681,76.725,264.0
76.681,76.725,265.0
76.464,76.768,284.0
76.636,76.942,265.0
76.725,77.117,274.0
76.725,77.117,285.0
76.725,77.117,285.0
76.725,77.072,275.0
76.725,77.029,285.0
76.636,76.899,275.0
76.636,76.768,275.0
76.681,76.942,275.0
76.593,76.854,275.0
76.681,76.725,275.0
76.725,77.117,294.0
76.681,76.942,265.0
76.593,76.854,285.0
76.725,77.072,285.0
76.593,76.899,275.0
76.681,76.942,265.0
76.811,77.16,275.0
76.768,77.072,275.0
76.636,76.899,265.0
76.725,76.986,285.0
76.768,77.029,275.0
76.725,77.117,285.0
76.725,77.029,265.0
76.681,77.117,285.0
76.681,77.029,265.0
76.725,77.117,275.0
76.593,76.811,274.0
76.593,76.899,285.0
76.593,76.854,275.0
76.725,77.247,274.0
76.593,76.942,254.0
76.681,76.899,245.0
76.681,77.072,255.0
76.768,77.203,245.0
76.681,76.899,244.0
76.636,76.942,255.0
76.725,77.16,274.0
76.854,76.942,265.0
76.768,77.16,275.0
76.899,77.292,265.0
76.942,77.072,265.0
76.854,77.247,265.0
77.029,77.421,275.0
76.854,77.16,275.0
76.942,77.292,266.0
76.899,77.029,254.0
76.854,77.203,275.0
77.029,77.421,265.0
76.899,77.16,264.0
76.854,77.335,275.0
77.072,77.117,275.0
76.811,77.247,275.0
77.029,77.464,275.0
76.854,77.16,265.0
77.029,77.378,265.0
76.768,77.16,265.0
76.725,77.16,255.0
76.899,77.247,245.0
76.725,77.029,235.0
76.811,77.203,275.0
76.681,77.117,265.0
76.681,77.072,235.0
76.725,77.117,245.0
76.636,77.16,244.0
76.593,77.029,234.0
76.681,77.072,234.0
76.725,77.117,244.0
76.725,77.16,255.0
76.768,77.072,245.0
76.854,76.942,245.0
76.636,77.117,275.0
76.593,76.942,275.0
76.681,76.899,265.0
76.681,77.117,275.0
76.636,76.942,275.0
76.768,77.203,275.0
76.811,76.899,275.0
76.681,77.117,275.0
76.854,77.292,275.0
76.725,76.899,275.0
76.681,77.029,275.0
76.681,77.072,275.0
76.725,76.854,274.0
76.636,76.942,274.0
76.507,77.117,234.0
68.443,73.083,997.0
73.083,74.424,444.0
75.594,75.681,295.0
75.681,76.246,295.0
76.593,76.986,244.0
76.725,77.117,244.0
76.811,76.986,255.0
76.899,77.117,345.0
76.942,77.16,234.0
76.768,77.292,255.0
76.768,77.203,245.0
76.768,77.247,255.0
76.768,77.247,254.0
76.768,77.247,255.0
76.725,77.203,255.0
76.768,77.117,245.0
76.681,77.16,255.0
76.725,77.203,256.0
76.768,77.203,255.0
76.725,77.117,255.0
76.681,77.16,255.0
76.681,77.117,256.0
76.681,77.072,255.0
76.854,76.899,254.0
76.725,77.072,254.0
76.725,77.029,234.0
76.636,77.072,234.0
67.285,73.731,1537.0
73.731,75.247,555.0
76.681,76.725,345.0
76.725,77.16,345.0
77.16,77.509,325.0
77.509,77.77,294.0
77.77,77.99,304.0
77.553,77.815,305.0
77.553,77.727,295.0
77.727,78.033,295.0
77.727,77.945,285.0
77.639,77.859,295.0
77.859,78.121,295.0
77.684,77.99,304.0
77.684,77.99,305.0
77.727,77.859,285.0
77.859,78.121,285.0
77.77,77.902,276.0
77.902,78.121,285.0
77.77,78.033,285.0
77.727,78.076,294.0
77.727,77.99,275.0
77.902,78.165,254.0
77.77,77.99,244.0
77.684,78.076,254.0
77.77,78.165,254.0
77.727,78.033,265.0
77.727,78.076,275.0
77.77,78.121,285.0
77.727,78.033,294.0
77.684,77.945,295.0
77.77,77.859,294.0
77.859,78.165,294.0
77.684,77.815,295.0
77.815,78.076,295.0
77.727,77.99,305.0
77.684,77.945,305.0
77.727,77.902,305.0
77.902,78.251,315.0
77.77,77.99,316.0
77.99,78.296,336.0
77.815,78.121,335.0
78.121,78.339,315.0
77.902,78.121,305.0
77.859,78.033,295.0
77.815,78.033,305.0
77.684,77.815,315.0
77.815,77.99,305.0
77.77,77.99,325.0
77.99,78.208,325.0
77.727,77.859,335.0
77.859,78.121,325.0
77.815,78.033,325.0
77.727,77.77,345.0
77.77,78.033,335.0
77.684,77.815,335.0
77.815,78.076,345.0
77.727,77.815,335.0
77.815,77.99,345.0
77.684,77.902,344.0
77.902,78.165,354.0
77.639,77.815,334.0
77.815,78.208,344.0
77.77,77.99,305.0
77.99,78.208,295.0
77.815,78.033,304.0
78.033,78.251,284.0
77.859,78.076,305.0
78.076,78.251,295.0
65.916,66.429,214.0
65.959,66.472,204.0
65.829,66.385,204.0
65.788,66.385,215.0
66.0,74.554,2330.0
74.554,75.594,535.0
76.419,76.464,404.0
76.464,76.55,385.0
76.55,76.725,395.0
76.725,77.247,415.0
77.117,77.421,395.0
77.421,77.727,375.0
77.292,77.464,375.0
77.464,77.727,365.0
77.292,77.596,365.0
77.596,77.815,355.0
77.378,77.684,355.0
77.421,77.509,355.0
77.509,77.77,365.0
77.464,77.553,335.0
77.553,77.859,354.0
77.421,77.639,354.0
77.639,77.945,354.0
77.509,77.77,354.0
77.553,77.596,344.0
77.596,77.945,344.0
77.553,77.684,345.0
77.684,78.076,355.0
77.639,77.727,335.0
77.727,78.076,345.0
77.596,77.859,325.0
77.859,78.251,315.0
77.77,77.859,305.0
77.859,78.165,294.0
77.815,77.859,285.0
77.859,78.033,275.0
66.385,72.007,1248.0
72.826,73.386,494.0
73.386,73.861,424.0
73.861,74.077,394.0
74.077,74.381,374.0
74.381,75.074,374.0
75.81,76.203,435.0
76.203,76.55,394.0
76.55,77.203,384.0
77.292,77.553,345.0
77.553,77.859,325.0
77.639,77.727,315.0
77.727,77.945,305.0
77.553,77.639,335.0
77.639,77.815,325.0
77.596,77.859,336.0
77.553,77.684,335.0
77.684,77.945,326.0
77.596,77.902,335.0
77.553,77.859,345.0
77.859,78.165,334.0
77.639,77.815,325.0
77.815,78.165,335.0
77.727,77.945,315.0
77.945,78.165,315.0
77.727,77.859,324.0
77.859,78.165,315.0
77.815,77.945,315.0
77.945,78.165,315.0
77.815,77.859,325.0
77.859,78.076,325.0
77.77,78.033,325.0
77.77,77.859,325.0
77.859,78.121,295.0
77.77,77.99,295.0
77.99,78.251,295.0
77.815,78.076,305.0
77.859,78.165,296.0
77.859,77.99,274.0
77.815,77.902,314.0
77.902,78.208,304.0
77.815,78.165,305.0
77.77,78.121,314.0
77.77,77.945,245.0
77.421,77.684,275.0
77.378,77.684,285.0
77.421,77.859,315.0
77.464,77.815,245.0
77.509,78.033,254.0
77.77,78.033,255.0
77.859,78.251,275.0
77.815,78.033,245.0
77.727,78.076,265.0
77.553,77.902,305.0
77.639,77.945,295.0
77.553,77.727,306.0
77.596,77.727,305.0
77.727,77.99,295.0
77.509,77.77,295.0
77.596,77.684,294.0
77.684,77.99,294.0
77.596,77.77,294.0
77.553,77.859,304.0
77.553,77.727,284.0
77.727,77.99,294.0
77.639,77.727,294.0
77.727,77.99,284.0
77.596,77.815,274.0
77.509,77.859,265.0
77.639,77.945,255.0
77.639,77.945,255.0
77.727,78.033,245.0
77.99,78.382,235.0
78.033,78.471,255.0
78.165,78.645,245.0
78.033,78.339,235.0
78.208,78.339,266.0
78.121,78.427,235.0
78.121,78.602,244.0
78.208,78.602,244.0
77.99,78.339,234.0
77.77,78.251,254.0
77.99,78.339,225.0
78.033,78.382,235.0
78.033,78.339,224.0
77.99,78.339,244.0
77.99,78.251,234.0
77.77,78.076,264.0
77.684,77.815,274.0
77.684,78.121,275.0
77.639,77.902,265.0
77.684,78.076,275.0
77.684,77.99,274.0
77.815,78.208,284.0
77.684,77.945,275.0
77.77,78.165,275.0
77.815,77.945,276.0
77.77,78.121,275.0
77.77,78.121,275.0
77.815,77.945,285.0
77.727,78.076,275.0
77.815,78.165,275.0
77.727,77.99,284.0
77.684,78.033,274.0
77.859,78.339,255.0
77.945,78.382,245.0
77.902,78.251,215.0
77.859,78.251,245.0
77.815,78.251,245.0
68.142,73.818,1333.0
74.986,75.117,385.0
75.117,75.463,335.0
75.463,76.071,315.0
76.203,76.593,285.0
76.507,76.768,274.0
76.507,76.942,295.0
76.593,77.029,284.0
76.55,76.854,275.0
76.55,76.811,285.0
76.636,76.854,295.0
76.681,76.768,285.0
76.768,77.117,285.0
76.725,77.029,285.0
76.55,76.854,295.0
76.681,76.725,285.0
76.725,77.072,295.0
76.636,76.899,305.0
76.593,76.942,304.0
76.681,76.899,284.0
76.55,76.768,295.0
76.725,76.986,275.0
76.636,76.681,265.0
76.681,77.072,285.0
76.725,77.16,265.0
76.681,77.072,275.0
76.768,76.811,275.0
76.636,77.072,285.0
76.681,77.16,285.0
76.768,77.117,285.0
76.681,76.768,275.0
76.768,77.117,275.0
76.681,77.072,265.0
76.593,77.072,295.0
76.811,77.117,275.0
76.942,77.203,274.0
76.942,77.072,254.0
76.899,77.203,274.0
76.942,77.029,254.0
76.768,77.072,245.0
76.854,77.203,255.0
76.899,77.029,265.0
76.942,77.029,255.0
76.768,76.854,275.0
76.636,76.986,275.0
76.681,77.072,274.0
76.768,77.16,285.0
76.681,77.072,285.0
76.681,77.029,275.0
76.725,77.072,285.0
76.725,77.029,275.0
76.725,76.942,275.0
76.725,77.072,285.0
76.899,76.986,285.0
76.986,77.292,275.0
76.811,76.899,275.0
76.899,77.203,274.0
76.811,77.16,265.0
76.768,77.117,274.0
76.854,77.203,244.0
76.854,77.029,255.0
76.725,77.203,245.0
76.854,76.942,255.0
76.768,76.899,245.0
69.042,74.338,1462.0
75.074,75.463,515.0
75.463,75.898,445.0
75.898,76.419,384.0
76.419,76.942,354.0
77.292,77.596,335.0
77.553,77.727,314.0
77.727,77.945,304.0
77.553,77.684,315.0
77.684,77.99,305.0
77.684,77.945,295.0
77.727,77.945,295.0
77.945,78.251,295.0
77.727,77.902,315.0
77.902,78.296,315.0
77.77,77.99,285.0
77.727,77.99,305.0
77.77,77.99,295.0
77.99,78.251,295.0
77.859,77.902,296.0
77.902,78.208,305.0
77.77,77.945,304.0
77.945,78.296,304.0
77.727,77.99,304.0
77.99,78.208,284.0
77.902,77.945,284.0
77.945,78.208,274.0
77.815,78.033,234.0
77.77,78.033,245.0
77.684,77.99,265.0
77.77,78.165,274.0
77.859,77.902,294.0
77.902,78.208,265.0
77.859,78.251,255.0
77.727,78.033,265.0
77.639,77.945,265.0
77.639,77.815,285.0
77.727,77.77,275.0
77.77,77.945,275.0
77.77,77.99,265.0
77.77,78.076,296.0
77.859,77.99,274.0
77.815,77.99,274.0
77.99,78.296,284.0
77.815,78.165,255.0
78.121,78.296,234.0
77.945,78.251,255.0
77.945,78.208,274.0
77.99,78.339,264.0
77.859,78.033,275.0
77.684,77.945,305.0
77.596,77.859,295.0
77.77,77.815,305.0
77.815,78.076,295.0
77.684,77.945,305.0
77.684,77.902,305.0
77.684,77.902,295.0
77.596,77.902,305.0
77.509,77.727,325.0
77.553,77.77,325.0
77.378,77.553,325.0
77.553,77.727,315.0
77.509,77.727,314.0
77.596,77.639,304.0
77.639,77.77,294.0
77.509,77.77,324.0
77.553,77.684,314.0
77.684,77.945,314.0
77.553,77.684,305.0
77.378,77.421,314.0
77.421,77.639,304.0
77.247,77.464,315.0
77.464,77.727,315.0
77.335,77.596,315.0
77.596,77.902,315.0
77.421,77.684,315.0
77.421,77.596,315.0
77.596,77.945,315.0
77.639,77.77,305.0
77.77,77.99,295.0
77.596,77.859,305.0
77.684,77.99,305.0
77.727,77.902,285.0
76.986,77.335,255.0
76.725,76.986,245.0
76.681,77.072,224.0
76.55,76.986,254.0
76.681,77.029,245.0
76.55,76.811,285.0
76.593,76.681,274.0
76.55,76.899,275.0
76.681,77.072,285.0
76.725,77.072,285.0
76.681,77.072,285.0
76.681,76.986,285.0
76.681,76.986,285.0
76.681,77.117,295.0
76.725,77.117,285.0
76.725,77.072,285.0
76.636,76.811,285.0
76.636,76.854,294.0
76.725,77.117,284.0
76.681,76.986,284.0
76.725,76.942,264.0
76.811,77.16,284.0
76.811,77.203,274.0
76.681,77.029,254.0
76.681,77.029,254.0
76.681,77.029,264.0
76.811,76.854,255.0
76.725,77.117,265.0
76.636,76.986,265.0
76.768,77.203,275.0
76.725,77.203,264.0
76.55,76.942,275.0
76.593,76.768,275.0
76.636,77.072,285.0
76.464,76.768,285.0
76.464,76.811,286.0
76.507,76.811,286.0
76.636,77.029,275.0
76.768,76.899,265.0
76.636,76.942,255.0
76.681,76.942,265.0
76.593,76.636,295.0
76.636,77.072,295.0
76.55,76.681,294.0
76.55,76.636,284.0
76.636,76.899,284.0
76.636,76.986,295.0
76.55,76.899,295.0
76.593,76.768,285.0
76.681,77.072,305.0
76.593,76.899,295.0
76.593,76.768,285.0
76.636,76.942,295.0
76.593,76.854,295.0
76.636,76.725,304.0
76.725,77.029,284.0
76.593,76.811,284.0
76.593,76.899,264.0
76.725,76.811,254.0
76.55,77.072,245.0
76.681,77.16,265.0
76.811,77.072,255.0
76.725,77.117,274.0
76.681,76.811,274.0
76.811,76.854,255.0
76.854,77.16,255.0
76.725,77.072,245.0
76.854,77.203,255.0
76.636,76.986,265.0
76.725,77.029,275.0
76.725,77.16,265.0
76.811,77.203,256.0
76.768,76.942,245.0
76.768,76.899,255.0
76.768,77.029,275.0
76.768,77.117,275.0
76.768,76.942,285.0
76.768,76.942,284.0
76.681,76.899,294.0
76.507,76.725,315.0
76.725,77.072,305.0
76.636,76.681,294.0
76.681,76.942,304.0
76.636,76.854,305.0
76.593,76.636,325.0
76.636,76.854,305.0
76.507,76.681,325.0
76.681,76.942,325.0
76.593,76.899,345.0
76.507,76.593,325.0
76.593,76.854,345.0
76.507,76.768,345.0
76.464,76.593,344.0
76.593,76.854,344.0
76.419,76.464,345.0
76.464,76.681,355.0
76.464,76.55,315.0
76.55,76.854,315.0
76.464,76.636,285.0
76.55,76.681,274.0
76.507,76.811,285.0
76.419,76.636,285.0
76.375,76.593,325.0
76.375,76.593,335.0
76.593,76.811,345.0
76.332,76.507,336.0
76.507,76.725,345.0
76.332,76.593,346.0
76.332,76.507,345.0
76.507,76.681,344.0
76.246,76.419,354.0
76.419,76.636,364.0
76.246,76.464,365.0
76.464,76.636,355.0
76.375,76.636,325.0
76.332,76.375,315.0
76.375,76.593,315.0
76.419,76.55,325.0
76.375,76.55,325.0
76.203,76.419,355.0
76.419,76.681,355.0
76.203,76.332,355.0
76.332,76.593,366.0
76.203,76.419,365.0
76.419,76.681,375.0
76.158,76.203,355.0
76.203,76.507,384.0
76.158,76.332,385.0
76.332,76.725,395.0
76.114,76.332,385.0
76.332,76.636,385.0
76.114,76.246,384.0
76.246,76.507,375.0
76.114,76.289,375.0
76.289,76.507,374.0
76.158,76.464,364.0
76.203,76.246,315.0
76.246,76.507,325.0
76.375,76.593,295.0
76.332,76.593,305.0
76.593,76.725,305.0
76.289,76.636,355.0
76.636,76.768,335.0
76.289,76.507,345.0
76.507,76.681,335.0
76.375,76.593,334.0
76.593,76.811,344.0
76.332,76.636,355.0
76.375,76.636,344.0
76.636,76.942,354.0
76.332,76.636,354.0
76.636,76.942,355.0
76.419,76.681,345.0
76.681,76.899,335.0
76.507,76.768,325.0
76.636,76.899,285.0
76.768,76.811,295.0
76.811,77.117,285.0
76.681,76.854,305.0
76.419,76.725,305.0
76.375,76.593,305.0
76.593,76.854,315.0
76.419,76.593,324.0
76.593,76.811,305.0
76.507,76.725,304.0
76.464,76.55,304.0
76.55,76.811,304.0
76.464,76.681,314.0
76.681,76.942,304.0
76.507,76.636,304.0
76.636,76.899,304.0
76.464,76.725,305.0
76.507,76.681,305.0
76.681,76.942,305.0
76.593,76.725,324.0
76.725,77.072,314.0
76.681,76.854,305.0
76.854,77.072,275.0
76.768,77.072,305.0
76.681,76.768,305.0
76.768,77.029,275.0
76.681,76.899,305.0
76.681,76.942,285.0
67.627,74.295,2136.0
74.295,75.333,475.0
76.203,76.332,405.0
76.332,76.419,375.0
76.419,76.725,345.0
76.725,77.203,325.0
77.378,77.596,285.0
77.639,77.99,305.0
77.509,77.815,305.0
77.684,77.727,305.0
77.727,77.945,294.0
77.639,77.902,284.0
77.684,77.727,285.0
77.727,77.99,284.0
77.684,77.815,294.0
77.815,78.165,294.0
77.639,77.859,285.0
77.684,78.033,285.0
77.684,77.859,274.0
77.859,78.208,294.0
77.727,77.99,284.0
77.77,77.859,285.0
77.859,78.208,295.0
77.727,78.033,295.0
77.945,78.121,254.0
77.815,78.121,245.0
77.902,78.296,275.0
77.902,77.99,285.0
66.087,74.295,2082.0
74.295,75.637,545.0
76.464,76.636,384.0
76.636,77.247,385.0
77.203,77.509,355.0
77.247,77.596,375.0
77.596,77.815,355.0
77.335,77.421,345.0
77.421,77.727,355.0
77.421,77.727,364.0
77.421,77.509,344.0
77.509,77.902,374.0
77.464,77.509,335.0
77.509,77.815,355.0
77.421,77.596,345.0
77.596,77.902,355.0
